P00201501508,IDP000062984,27 Sep 2019,(PA) Diberi Paten,2016/03544,20-May-16,16-Mar-15,16-Mar-15,"2014-056248 19 Mar 2014 JP
",B62J 1/28,"HONDA MOTOR CO., LTD."
P00201405418,IDP000046955,19 Jul 2017,(PA) Diberi Paten,2016/00820,26-Feb-16,11-Sep-14,6-Mar-13,"2012-051808 08 Mar 2012 JP
","B62J 23/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201100467,IDP000042342,15 Aug 2016,(PA) Diberi Paten,2012/01199,8-Mar-12,10-Aug-11,10-Aug-11,"2010-195778 01 Sep 2010 JP
",B60R 27/00,"HONDA MOTOR CO., LTD."
P00201407384,,26 Nov 2014,(PA) Ditarik Kembali oleh Pemohon,2016/03449,13-May-16,,-,"- - -
","G06F 3/033,G06F 3/048","HONDA MOTOR CO., LTD."
P00201406905,IDP000049688,15 Feb 2018,(PA) Diberi Paten,2016/02003,25-Mar-16,7-Nov-14,8-May-13,"2012-106870 08 May 2012 JP
","B21D 19/04,B21D 39/02","HONDA MOTOR CO., LTD."
P00201601991,IDP000059932,20 Jun 2019,(PA) Diberi Paten,2017/05577,26-May-17,24-Mar-16,24-Mar-16,"2015-068372 30 Mar 2015 JP
","F01N 13/00,F01N 13/08,F01N 3/24","HONDA MOTOR CO., LTD."
P00201606188,IDP000061418,08 Aug 2019,(PA) Diberi Paten,2018/01077,2-Feb-18,16-Sep-16,16-Sep-16,"2015-194309 30 Sep 2015 JP
","B62J 35/00,B62J 37/00,B62J 6/18","HONDA MOTOR CO., LTD."
P00201601629,IDP000067238,11 Feb 2020,(PA) Diberi Paten,2017/05364,19-May-17,11-Mar-16,11-Mar-16,"2015-059608 23 Mar 2015 JP
","F21S 8/10,F21V 19/00,F21V 31/00,F21W 101/027,F21W 101/10","HONDA MOTOR CO., LTD."
P00201607368,IDP000060021,21 Jun 2019,(PA) Diberi Paten,2017/08229,4-Aug-17,31-Oct-16,31-Mar-14,"- - -
","B62K 23/06,B62L 3/02","HONDA MOTOR CO., LTD."
P00201504821,IDP000060561,15 Jul 2019,(PA) Diberi Paten,2016/04882,26-Aug-16,6-Aug-15,6-Aug-15,"2014-186348 12 Sep 2014 JP
","F01N 13/08,F01N 3/24","HONDA MOTOR CO., LTD"
P00201501531,IDP000060698,16 Jul 2019,(PA) Diberi Paten,2017/01584,3-Mar-17,17-Mar-15,17-Mar-15,"2014-063292 26 Mar 2014 JP
","F01P 5/06,F01P 7/02","HONDA MOTOR CO., LTD."
P00201405268,IDP000051292,28 May 2018,(PA) Diberi Paten,2015/04242,25-Sep-15,4-Sep-14,4-Sep-14,"2013-185083 06 Sep 2013 JP
","F04D 29/42,F04D 9/02","Honda Motor Co., Ltd."
P00201300169,IDP000052068,31 Jul 2018,(PA) Diberi Paten,2013/03783,31-Oct-13,13-Mar-13,13-Mar-13,"2012-083502 02 Apr 2012 JP
","B62J 99/00,B62J 23/00,B62J 35/00,B62J 37/00,B62J 6/18","HONDA MOTOR CO., LTD."
P00201404016,IDP000054785,27 Nov 2018,(PA) Masa Tenggang Dihapuskan,2015/05159,20-Nov-15,2-Jul-14,13-Nov-12,"2012-002673 11 Jan 2012 JP
","B29C 45/12,B29C 45/32,B29C 45/38","HONDA MOTOR CO., LTD."
P00201601567,IDP000062881,26 Sep 2019,(PA) Diberi Paten,2017/05381,19-May-17,8-Mar-16,9-Sep-13,"- - -
","B23K 103/04,B23K 103/18,B23K 11/06,B23K 11/16","HONDA MOTOR CO., LTD."
P00201702418,IDP000063686,21 Oct 2019,(PA) Diberi Paten,2018/02787,16-Mar-18,23-Jul-15,23-Jul-15,"- - -
",B60K 35/00,"HONDA MOTOR CO., LTD."
P00201407449,IDP000049542,09 Feb 2018,(PA) Diberi Paten,2015/03229,31-Jul-15,27-Nov-14,27-Nov-14,"2013-245493 27 Nov 2013 JP
","F02D 41/08,F02D 41/16,F02D 45/00","HONDA MOTOR CO., LTD."
P00201701857,IDP000061830,26 Aug 2019,(PA) Pemberitahuan Informasi Pemeliharaan (Pertama & Kedua),2017/13699,15-Dec-17,23-Mar-17,23-Mar-17,"2016-073407 31 Mar 2016 JP
",B62K 19/06,"HONDA MOTOR CO., LTD."
P00201501789,IDP000064665,19 Nov 2019,(PA) Diberi Paten,2017/01630,3-Mar-17,26-Mar-15,26-Mar-15,"2014-067711 28 Mar 2014 JP
","F02B 29/00,F02F 1/42,F02M 35/104,F02M 35/16,F02M 69/04","HONDA MOTOR CO., LTD."
P00201601992,IDP000060727,16 Jul 2019,(PA) Diberi Paten,2017/05578,26-May-17,24-Mar-16,24-Mar-16,"2015-069703 30 Mar 2015 JP
","B62J 99/00,B62K 11/06,B62M 7/02,F02M 39/00,F02M 39/02","HONDA MOTOR CO., LTD."
P00201407684,IDP000054029,15 Oct 2018,(PA) Diberi Paten,2016/03529,20-May-16,8-Dec-14,8-Dec-14,"2013-254628 10 Dec 2013 JP
","F02B 77/00,F16F 15/26","HONDA MOTOR CO., LTD."
P00201000192,IDP000036720,15 Sep 2014,(PA) Diberi Paten,50.3642,30-Sep-10,12-Mar-10,12-Mar-10,"2009-077299 26 Mar 2009 JP
",B62J 17/00,"HONDA MOTOR CO., LTD."
P00201601243,,26 Feb 2016,(PA) Dianggap Ditarik Kembali (Direktur),2017/05197,19-May-17,,-,"- - -
","B60R 16/02,G01R 15/20,G01R 19/00","HONDA MOTOR CO., LTD."
P00201000229,IDP000036222,04 Jul 2014,(PA) Pembatalan,51.4006,25-Aug-11,22-Mar-10,22-Mar-10,"2009-077909 27 Mar 2009 JP
",B60K 1/00,"HONDA MOTOR CO., LTD."
P00201000041,IDP000032646,21 Dec 2012,(PA) Diberi Paten,50.3009,26-Aug-10,21-Jan-10,21-Jan-10,"2009-040233 24 Feb 2009 JP
","F01M 1/02,F02B 61/02,F02B 67/00","HONDA MOTOR CO., LTD."
P00201500179,IDP000052659,14 Aug 2018,(PA) Diberi Paten,2017/01734,3-Mar-17,13-Jan-15,13-Jan-15,"2014-005039 15 Jan 2014 JP
","B62J 99/00,F02M 35/024,F02M 35/16","HONDA MOTOR CO., LTD."
P00201502706,IDP000059162,24 May 2019,(PA) Diberi Paten,2016/06378,25-Nov-16,6-May-15,6-May-15,"2014-097028 08 May 2014 JP
",B60C 25/12,"HONDA MOTOR CO., LTD"
P00201603370,,20 May 2016,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/06119,9-Jun-17,,-,"2015-115294 05 Jun 2015 JP
","F02M 25/08,F02M 37/00","HONDA MOTOR CO., LTD."
P00201504818,,06 Aug 2015,(PA) Dianggap Ditarik Kembali (Direktur),2017/02703,24-Mar-17,,-,"2013-048176 11 Mar 2013 JP
","G01C 21/34,G08G 1/00,G08G 1/01,G08G 1/137,G09B 29/00,G09B 29/10,G06Q 50/00","HONDA MOTOR CO., LTD."
P00201504823,IDP000057231,13 Mar 2019,(PA) Masa Tenggang Dihapuskan,2016/06587,9-Dec-16,6-Aug-15,6-Aug-15,"2014-186269 12 Sep 2014 JP
","F01N 13/08,F01N 3/28","HONDA MOTOR CO., LTD"
P00201000052,IDP000032414,03 Dec 2013,(PA) Diberi Paten,50.2995,19-Aug-10,25-Jan-10,25-Jan-10,"2009-246558 27 Oct 2009 JP
",B62D 21/00,"HONDA MOTOR CO., LTD."
P00201200218,IDP000040510,21 Mar 2016,(PA) Diberi Paten,2013/00503,28-Feb-13,26-Mar-12,26-Mar-12,"2011-075381 30 Mar 2011 JP
","A01M 1/002,A01M 1/20,B60T 17/00,B62K 11/00","HONDA MOTOR CO., LTD."
P00201601895,IDP000070460,12 Aug 2020,(PA) Diberi Paten,2017/05560,26-May-17,22-Mar-16,22-Mar-16,"2015-069702 30 Mar 2015 JP
","B62J 37/00,B62K 11/06,F02M 39/00,F02M 39/02","HONDA MOTOR CO., LTD."
P00201000266,IDP000033860,10 Jun 2013,(PA) Diberi Paten,50.4077,4-Nov-10,12-Apr-10,12-Apr-10,"2009-109140 28 Apr 2009 JP
","B60K 20/06,B62K 11/04,B62K 23/02,H01H 9/06","HONDA MOTOR CO., LTD."
P00201100500,IDP000042049,30 Jun 2016,(PA) Diberi Paten,2012/01104,8-Mar-12,22-Aug-11,22-Aug-11,"2010-195038 31 Aug 2010 JP
",B60R 16/04,"HONDA MOTOR CO., LTD."
P00201100509,IDP000037275,20 Nov 2014,(PA) Dihapuskan,2012/01463,15-Mar-12,24-Aug-11,24-Aug-11,"2010-205004 14 Sep 2010 JP
","B60K 35/00,G01D 11/28","HONDA MOTOR CO., LTD."
P00201100517,IDP000037402,08 Dec 2014,(PA) Diberi Paten,2012/01198,8-Mar-12,25-Aug-11,25-Aug-11,"2010-197454 03 Sep 2010 JP
","F01L 13/00,F02M 25/07","HONDA MOTOR CO., LTD."
P00201404022,IDP000048571,05 Dec 2017,(PA) Masa Tenggang Dihapuskan,2015/00253,5-Feb-15,2-Jul-14,2-Jul-14,"2013-175919 27 Aug 2013 JP
","B62J 35/00,B62J 37/00,F02M 35/16","HONDA MOTOR CO., LTD."
P00201601450,IDP000061626,20 Aug 2019,(PA) Diberi Paten,2017/05038,12-May-17,4-Mar-16,17-Sep-14,"2013-193402 18 Sep 2013 JP
",B23K 11/11,"HONDA MOTOR CO., LTD."
P00201501800,IDP000057793,08 Apr 2019,(PA) Diberi Paten,2016/05626,14-Oct-16,27-Mar-15,27-Mar-15,"2014-072360 31 Mar 2014 JP
",F02F 7/00,"HONDA MOTOR CO., LTD."
P00201406739,IDP000069322,30 Jun 2020,(PA) Diberi Paten,2016/02847,18-Apr-16,31-Oct-14,12-Mar-13,"2012-105219 02 May 2012 JP
","B23B 39/16,B23B 49/00,B23Q 5/02,B23Q 7/14","HONDA MOTOR CO., LTD."
P00201601624,IDP000062940,27 Sep 2019,(PA) Diberi Paten,2017/05367,19-May-17,11-Mar-16,11-Mar-16,"2015-066601 27 Mar 2015 JP
","B62J 9/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201000147,IDP000044240,01 Feb 2017,(PA) Diberi Paten,50.3629,30-Sep-10,23-Feb-10,23-Feb-10,"2009-077298 26 Mar 2009 JP
","B62J 1/12,B62J 1/28,B62J 23/00","HONDA MOTOR CO., LTD."
P00201601745,IDP000067218,11 Feb 2020,(PA) Diberi Paten,2017/05396,19-May-17,16-Mar-16,13-Sep-13,"- - -
","B60J 5/04,B60J 5/10,E06B 3/70","HONDA MOTOR CO., LTD."
P00201601949,IDP000073085,24 Nov 2020,(PA) Pembuatan Sertifikat,2017/05556,26-May-17,23-Mar-16,23-Mar-16,"2015-065298 26 Mar 2015 JP
","B62J 99/00,B62M 7/02,F01N 13/00,F02D 35/00","HONDA MOTOR CO., LTD."
P00201000194,IDP000034111,12 Jul 2013,(PA) Dihapuskan,50.3102,16-Sep-10,12-Mar-10,12-Mar-10,"2009-088249 31 Mar 2009 JP
","B60K 26/02,B62J 37/00,F02B 61/02,F02N 3/04","HONDA MOTOR CO., LTD."
P00201000196,IDP000034112,12 Jul 2013,(PA) Pembatalan,50.3419,23-Sep-10,12-Mar-10,12-Mar-10,"2009-069028 19 Mar 2009 JP
","F16H 3/46,F16H 61/00","HONDA MOTOR CO., LTD."
P00201000198,IDP000036603,29 Aug 2014,(PA) Pembatalan,50.3648,7-Oct-10,12-Mar-10,12-Mar-10,"2009-087778 31 Mar 2009 JP
","B60K 6/383,B60K 6/40,B60K 6/405,B60K 6/48,B60K 6/547,B62J 31/00,B62M 23/02","HONDA MOTOR CO., LTD."
P00201000199,IDP000044059,16 Jan 2017,(PA) Dihapuskan,50.3693,7-Oct-10,12-Mar-10,12-Mar-10,"2009-194461 25 Aug 2009 JP
",B62H 1/00,"HONDA MOTOR CO., LTD."
P00201200644,IDP000041402,03 Jun 2016,(PA) Diberi Paten,2013/00306,28-Feb-13,8-Aug-12,8-Aug-12,"2011-180227 22 Aug 2011 JP
","F01P 1/02,F01P 5/06","HONDA MOTOR CO., LTD."
P00201602747,IDP000064760,20 Nov 2019,(PA) Diberi Paten,2017/05500,26-May-17,25-Apr-16,20-Aug-14,"2013-209417 04 Oct 2013 JP
",B62D 25/06,"HONDA MOTOR CO., LTD"
P00201200689,IDP000039300,24 Aug 2015,(PA) Diberi Paten,2013/00692,28-Mar-13,29-Aug-12,29-Aug-12,"2011-215749 29 Sep 2011 JP
",B62J 23/00,"HONDA MOTOR CO., LTD."
P00201407685,IDP000049349,05 Feb 2018,(PA) Menunggu Respon Dihapuskan,2016/04030,17-Jun-16,8-Dec-14,8-Dec-14,"2013-254822 10 Dec 2013 JP
","F02F 1/00,F02F 1/24","HONDA MOTOR CO., LTD."
P00201600933,,12 Feb 2016,(PA) Ditarik Kembali oleh Pemohon,2017/04911,12-May-17,,-,"- - -
",B60N 2/36,"HONDA MOTOR CO., LTD."
P00201601821,IDP000070803,24 Aug 2020,(PA) Diberi Paten,2017/05450,26-May-17,18-Mar-16,20-May-14,"2013-194047 19 Sep 2013 JP
","B62K 11/10,F01N 13/00,F02B 61/02,F02B 77/08,F02D 35/00,F02F 1/24,F02F 1/42","HONDA MOTOR CO., LTD."
P00201503056,IDP000066937,29 Jan 2020,(PA) Diberi Paten,2016/05083,9-Sep-16,22-May-15,4-Oct-13,"- - -
","B60K 26/02,F02D 11/04","HONDA MOTOR CO., LTD."
P00201603188,IDP000059405,13 Jun 2019,(PA) Dihapuskan,2017/06617,16-Jun-17,13-May-16,8-Sep-14,"2013-217338 18 Oct 2013 JP
",B62D 25/08,"HONDA MOTOR CO., LTD."
P00201505090,IDP000053915,09 Oct 2018,(PA) Diberi Paten,2017/00314,27-Jan-17,20-Aug-15,20-Aug-15,"2014-195638 25 Sep 2014 JP
","B62J 17/06,B62J 9/00","HONDA MOTOR CO., LTD."
P00201505160,IDP000055352,18 Dec 2018,(PA) Diberi Paten,2017/00318,27-Jan-17,24-Aug-15,24-Aug-15,"2014-184055 10 Sep 2014 JP
","B62L 3/04,B62L 3/08","HONDA MOTOR CO., LTD."
P00201000355,IDP000039890,17 Nov 2015,(PA) Diberi Paten,50.4672,9-Dec-10,31-May-10,31-May-10,"2009-133040 02 Jun 2009 JP
",F02F 7/00,"HONDA MOTOR CO., LTD."
P00201702530,IDP000063378,09 Oct 2019,(PA) Diberi Paten,2018/05819,31-May-18,21-Apr-17,25-Sep-14,"- - -
","B62J 9/00,B62K 11/04","HONDA MOTOR CO., LTD."
P00201200009,IDP000037979,04 Mar 2015,(PA) Menunggu Respon Dihapuskan,2012/03175,26-Jul-12,9-Jan-12,9-Jan-12,"2011-003281 11 Jan 2011 JP
","B60R 16/04,B62K 19/40,B62K 7/04","HONDA MOTOR CO., LTD."
P00201405696,IDP000055291,17 Dec 2018,(PA) Menunggu Respon Dihapuskan,2016/01535,18-Mar-16,23-Sep-14,8-Jan-13,"2012-086389 05 Apr 2012 JP
","B62D 21/15,B62D 25/08,B62D 25/14,B62D 25/16,B62D 27/02","HONDA MOTOR CO., LTD."
P00201200518,IDP000055652,08 Jan 2019,(PA) Diberi Paten,2013/02595,25-Jul-13,2-Jul-12,2-Jul-12,"2011-154464 13 Jul 2011 JP
",F16H 57/04,"HONDA MOTOR CO., LTD."
P00201707183,IDP000065150,10 Dec 2019,(PA) Diberi Paten,2018/05255,18-May-18,17-Oct-17,29-Mar-16,"2015-069138 30 Mar 2015 JP
","F21S 8/00,F21V 7/00","HONDA MOTOR CO., LTD."
P00201707184,IDP000062125,02 Sep 2019,(PA) Diberi Paten,2018/05256,18-May-18,17-Oct-17,24-Apr-15,"- - -
","B62J 23/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201200080,IDP000042629,31 Aug 2016,(PA) Diberi Paten,2012/03758,30-Aug-12,10-Feb-12,10-Feb-12,"2011-032989 18 Feb 2011 JP
","F16H 61/00,F16H 61/28","HONDA MOTOR CO., LTD."
P00201200655,IDP000042751,23 Sep 2016,(PA) Diberi Paten,2013/00670,28-Mar-13,10-Aug-12,10-Aug-12,"2011-205095 20 Sep 2011 JP
","B62L 1/10,F16D 65/09,F16D 65/14,F16H 57/00","HONDA MOTOR CO., LTD."
P00201702624,IDP000061045,25 Jul 2019,(PA) Diberi Paten,2018/00120,12-Jan-18,26-Apr-17,16-Sep-15,"2014-202685 30 Sep 2014 JP
",B62J 15/00,"HONDA MOTOR CO., LTD."
P00201405779,IDP000061646,21 Aug 2019,(PA) Diberi Paten,2017/01226,17-Feb-17,25-Sep-14,25-Sep-14,"2013-205648 30 Sep 2013 JP
","B21D 26/025,B21D 26/053","HONDA MOTOR CO., LTD."
P00201600636,IDP000059922,20 Jun 2019,(PA) Masa Tenggang Dihapuskan,2017/04968,12-May-17,29-Jan-16,31-Jul-13,"- - -
","B62J 15/00,B62J 17/00,B62J 23/00","HONDA MOTOR CO., LTD."
P00201701654,IDP000070119,28 Jul 2020,(PA) Diberi Paten,2018/01091,2-Feb-18,15-Mar-17,15-Mar-17,"2016-054504 17 Mar 2016 JP
","B08B 1/04,B08B 5/00,B23K 26/70","HONDA MOTOR CO., LTD."
P00201601950,IDP000059111,23 May 2019,(PA) Diberi Paten,2017/05514,26-May-17,23-Mar-16,27-Sep-13,"- - -
","B62J 15/00,B62J 23/00,B62J 6/04","HONDA MOTOR CO., LTD."
P00201200310,IDP000047737,07 Sep 2017,(PA) Diberi Paten,2012/04859,29-Nov-12,20-Apr-12,20-Apr-12,"2011-111702 18 May 2011 JP
","B62J 23/00,B62J 99/00,B62K 11/00","HONDA MOTOR CO., LTD."
P00201405486,IDP000047415,21 Aug 2017,(PA) Diberi Paten,2015/01302,2-Apr-15,15-Sep-14,15-Sep-14,"2013-203229 30 Sep 2013 JP
","B60K 35/00,G01D 11/28,G01D 13/04","HONDA MOTOR CO., LTD."
P00201200482,IDP000042314,12 Aug 2016,(PA) Diberi Paten,2013/00050,31-Jan-13,18-Jun-12,18-Jun-12,"2011-147808 03 Jul 2011 JP
","F01M 13/00,F02F 7/00","HONDA MOTOR CO., LTD."
P00201603713,IDP000059325,11 Jun 2019,(PA) Diberi Paten,2017/06769,22-Jun-17,1-Jun-16,4-Dec-13,"- - -
",B62J 23/00,HONDA MOTOR COMPANY LIMITED
P00201608744,,19 Dec 2016,(PA) Ditarik Kembali oleh Pemohon,2017/08624,11-Aug-17,,-,"2014-113500 30 May 2014 JP
","F04B 53/00,F16H 3/00","HONDA MOTOR CO.,LTD."
P00201604309,IDP000060278,03 Jul 2019,(PA) Menunggu Respon Dihapuskan,2017/06445,16-Jun-17,27-Jun-16,25-Dec-14,"2013-272135 27 Dec 2013 JP
",B62D 21/00,"HONDA MOTOR CO., LTD."
P00201200495,IDP000039007,06 Jul 2015,(PA) Diberi Paten,2013/00485,28-Feb-13,25-Jun-12,25-Jun-12,"2011-145115 30 Jun 2011 JP
","B62J 9/00,B62K 11/00","HONDA MOTOR CO., LTD."
P00201607575,IDP000060968,19 Jul 2019,(PA) Masa Tenggang Dihapuskan,2018/01736,23-Feb-18,9-Nov-16,9-Nov-16,"2015-252484 24 Dec 2015 JP
","B62J 99/00,B62M 7/02,F01P 5/06,F01P 7/02","HONDA MOTOR CO., LTD."
P00201607366,IDP000059793,18 Jun 2019,(PA) Diberi Paten,2017/08232,4-Aug-17,31-Oct-16,31-Mar-14,"- - -
","B62J 17/06,B62J 23/00","HONDA MOTOR CO., LTD."
P00201601674,IDP000057007,06 Mar 2019,(PA) Diberi Paten,2017/05385,19-May-17,11-Mar-16,11-Mar-16,"2015-072662 31 Mar 2015 JP
","B62J 23/00,B62J 99/00","HONDA MOTOR CO. , LTD."
P00201200019,IDP000050903,02 May 2018,(PA) Diberi Paten,2012/03753,30-Aug-12,16-Jan-12,16-Jan-12,"2011-024854 08 Feb 2011 JP
","F01L 1/18,F01L 13/08","HONDA MOTOR CO., LTD."
P00201701321,,28 Feb 2017,(PA) Pemeriksa Substantif,2017/13476,15-Dec-17,,-,"2016-053686 17 Mar 2016 JP
","B21D 24/16,B21D 53/86","HONDA MOTOR CO., LTD."
P00201507685,IDP000061619,20 Aug 2019,(PA) Diberi Paten,2017/04223,21-Apr-17,25-Nov-15,20-May-14,"2013-116402 31 May 2013 JP
","B62J 23/00,B62J 9/00,F16F 9/12","HONDA MOTOR CO., LTD."
P00201701686,IDP000061490,14 Aug 2019,(PA) Diberi Paten,2017/13663,15-Dec-17,16-Mar-17,16-Mar-17,"2016-058280 23 Mar 2016 JP
","B62J 11/00,B62J 9/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201505232,IDP000057213,13 Mar 2019,(PA) Diberi Paten,2017/00356,27-Jan-17,26-Aug-15,26-Aug-15,"2014-183886 10 Sep 2014 JP
",F01P 7/02,"HONDA MOTOR CO., LTD."
P00201505409,IDP000055024,05 Dec 2018,(PA) Diberi Paten,2017/00613,3-Feb-17,3-Sep-15,3-Sep-15,"2014-189905 18 Sep 2014 JP
","B62H 5/18,B62J 11/00,B62J 17/06,B62J 7/08,B62J 9/00","HONDA MOTOR CO., LTD."
P00201603274,,17 May 2016,(PA) Persetujuan Direktur untuk Dianggap Ditarik Kembali,2017/06195,9-Jun-17,,-,"2013-217825 18 Oct 2013 JP
","F16H 61/02,F16H 61/662","HONDA MOTOR CO., LTD."
P00201601215,IDP000069474,06 Jul 2020,(PA) Diberi Paten,2017/05160,19-May-17,24-Feb-16,24-Feb-16,"2015-068561 30 Mar 2015 JP
","F16H 57/031,F16H 57/04","HONDA MOTOR CO., LTD."
P00201505211,IDP000057918,10 Apr 2019,(PA) Diberi Paten,2017/00407,27-Jan-17,26-Aug-15,27-Jan-14,"2013-039617 28 Feb 2013 JP
","F02D 35/00,F02D 45/00,H02K 9/06","HONDA MOTOR CO., LTD."
P00201406231,IDP000051738,09 Jul 2018,(PA) Dihapuskan,2016/02562,8-Apr-16,15-Oct-14,24-Apr-12,"- - -
","H01H 25/04,H01H 9/02,H01R 13/46,H01R 13/56","HONDA MOTOR CO., LTD."
P00201201256,IDP000042514,24 Aug 2016,(PA) Diberi Paten,2013/02735,25-Jul-13,21-Dec-12,21-Dec-12,"2012-002931 11 Jan 2012 JP
","F02D 9/10,F02M 37/04,F02M 69/02","HONDA MOTOR CO., LTD."
P00201401575,IDP000052676,14 Aug 2018,(PA) Diberi Paten,2015/01901,15-May-15,19-Mar-14,28-Aug-12,"2011-203986 19 Sep 2011 JP
","B23P 19/00,B23P 21/00,B25H 1/08,B62D 65/12","HONDA MOTOR CO., LTD."
P00201401044,IDP000047790,13 Sep 2017,(PA) Diberi Paten,2014/05266,30-Dec-14,25-Feb-14,25-Feb-14,"2013-038023 27 Feb 2013 JP
","B60T 7/06,B62L 3/04,B62L 3/08","HONDA MOTOR CO., LTD."
P00201506053,IDP000059395,13 Jun 2019,(PA) Diberi Paten,2017/08414,4-Aug-17,28-Sep-15,28-Sep-15,"2014-201300 30 Sep 2014 JP
","B62M 7/02,F01N 1/00,F01N 13/08","HONDA MOTOR CO., LTD"
P00201402500,IDP000044317,07 Feb 2017,(PA) Diberi Paten,2015/00822,13-Mar-15,29-Apr-14,1-Oct-12,"2011-238273 31 Oct 2011 JP
","B29C 45/12,B29C 45/26","HONDA MOTOR CO., LTD."
P00201200078,IDP000055398,20 Dec 2018,(PA) Diberi Paten,2012/03760,30-Aug-12,10-Feb-12,10-Feb-12,"2011-039025 24 Feb 2011 JP
","G09B 9/04,G09B 9/058","HONDA MOTOR CO., LTD."
P00201505202,IDP000055722,09 Jan 2019,(PA) Diberi Paten,2016/04320,15-Jul-16,25-Aug-15,24-Feb-14,"2013-038992 28 Feb 2013 JP
","B62J 11/00,B62J 23/00,B62J 6/18,B62K 23/06,B62J 99/00","HONDA MOTOR CO., LTD."
P00201406942,IDP000052537,07 Aug 2018,(PA) Dihapuskan,2015/01798,8-May-15,10-Nov-14,8-Apr-13,"2012-125160 31 May 2012 JP
","B62D 21/00,B62D 21/11,B62D 24/00,B62D 25/08,B62D 25/20,B62D 27/06","HONDA MOTOR CO., LTD."
P00201601311,,29 Feb 2016,(PA) Ditarik Kembali oleh Pemohon,2017/05212,19-May-17,,-,"2013-167119 09 Aug 2013 JP
","F16H 3/083,F16H 9/18","HONDA MOTOR CO.,LTD."
P00201403183,IDP000057058,08 Mar 2019,(PA) Menunggu Respon Dihapuskan,2016/00508,12-Feb-16,30-May-14,27-Nov-12,"2011-265023 02 Dec 2011 JP
","B62K 11/10,B62K 19/20,B62K 19/28","HONDA MOTOR CO., LTD."
P00201000145,IDP000041821,17 May 2016,(PA) Diberi Paten,50.3313,16-Sep-10,22-Feb-10,22-Feb-10,"2009-057467 11 Mar 2009 JP
","B01D 53/86,F01N 3/24,F01N 3/28","HONDA MOTOR CO., LTD."
P00201601952,IDP000058383,03 May 2019,(PA) Diberi Paten,2017/05377,19-May-17,23-Mar-16,18-Sep-14,"2013-194910 20 Sep 2013 JP
","B23K 11/11,B23K 11/31,B23K 11/36","HONDA MOTOR CO., LTD."
P00201000203,IDP000035834,16 Apr 2014,(PA) Dihapuskan,50.3636,30-Sep-10,12-Mar-10,12-Mar-10,"2009-075787 26 Mar 2009 JP
",B62J 13/02,"HONDA MOTOR CO., LTD."
P00201000204,IDP000038587,15 May 2015,(PA) Diberi Paten,50.365,7-Oct-10,12-Mar-10,12-Mar-10,"2009-084211 31 Mar 2009 JP
",B60T 8/32,"HONDA MOTOR CO., LTD."
P00201000205,IDP000036102,11 Jun 2014,(PA) Diberi Paten,50.3735,7-Oct-10,12-Mar-10,12-Mar-10,"2009-087235 31 Mar 2009 JP
","F01L 1/18,F01L 13/00","HONDA MOTOR CO., LTD."
P00201200708,IDP000039344,07 Sep 2015,(PA) Diberi Paten,2013/00687,28-Mar-13,5-Sep-12,5-Sep-12,"2011-213164 28 Sep 2011 JP
","F02F 7/00,F16C 9/02","HONDA MOTOR CO., LTD."
P00201200519,IDP000039653,19 Oct 2015,(PA) Masa Tenggang Dihapuskan,2013/00140,31-Jan-13,2-Jul-12,2-Jul-12,"2011-161427 23 Jul 2011 JP
","F16H 57/02,F16H 9/18","HONDA MOTOR CO., LTD."
P00201000210,IDP000038080,18 Mar 2015,(PA) Diberi Paten,50.3736,7-Oct-10,15-Mar-10,15-Mar-10,"2009-088261 31 Mar 2009 JP
","F01M 1/00,F01M 11/00","HONDA MOTOR CO., LTD."
P00201501549,IDP000059307,10 Jun 2019,(PA) Diberi Paten,2016/05788,21-Oct-16,18-Mar-15,18-Mar-15,"2014-079668 08 Apr 2014 JP
","F16H 61/00,F16H 61/662,F16H 61/664","HONDA MOTOR CO., LTD."
P00201406128,,10 Oct 2014,(PA) Dianggap Ditarik Kembali (Direktur),2016/03765,3-Jun-16,,-,"2013-213578 11 Oct 2013 JP
",F16H 61/02,"HONDA MOTOR CO., LTD."
P00201100521,IDP000047182,07 Aug 2017,(PA) Diberi Paten,2012/01136,8-Mar-12,5-Sep-11,5-Sep-11,"2010-199666 07 Sep 2010 JP
","F16K 11/00,F16K 99/00","HONDA MOTOR CO., LTD."
P00201501608,IDP000052519,07 Aug 2018,(PA) Diberi Paten,2016/03632,27-May-16,20-Mar-15,20-Aug-13,"2012-189011 29 Aug 2012 JP
","B60T 8/171,B62H 1/02,B62K 23/06,B62L 1/00,B62L 3/08,B62J 99/00","HONDA MOTOR CO., LTD."
P00201100541,IDP000037212,14 Nov 2014,(PA) Dihapuskan,2012/01869,5-Apr-12,16-Sep-11,16-Sep-11,"2010-222877 30 Sep 2010 JP
","B62J 11/00,B62J 9/00,B62M 7/12,H01M 2/02,H02J 7/00","HONDA MOTOR CO., LTD."
P00201100567,IDP000037872,20 Feb 2015,(PA) Diberi Paten,2012/01872,5-Apr-12,27-Sep-11,27-Sep-11,"2010-222878 30 Sep 2010 JP
","H01M 10/50,H01M 2/24,H01M 2/34","HONDA MOTOR CO., LTD."
